wall_thickness,draft_angle,corner_radius,aspect_ratio,undercut_present,wall_uniformity,material,risk_score,failure
1.031,1.373,0.614,5.132,0,0.443,TPU,5.82,0
2.225,1.25,0.768,7.107,0,0.827,Nylon,0.0,0
2.514,0.982,0.414,4.127,1,0.752,ABS,66.35,1
1.773,0.443,1.293,6.06,1,0.791,PC,60.29,1
1.039,1.334,0.637,1.845,1,0.823,PP,95.27,1
2.302,0.973,0.424,5.878,0,0.695,Nylon,27.79,0
0.511,1.467,0.784,2.266,0,0.624,TPU,52.64,1
2.069,0.864,1.303,4.049,0,0.784,Nylon,2.18,0
3.742,1.472,0.895,1.488,1,0.642,Nylon,56.88,1
0.55,0.0,0.845,5.819,1,0.811,TPU,90.03,1
4.719,1.984,1.016,6.376,0,0.744,ABS,17.03,0
1.79,1.213,1.009,7.361,1,0.781,ABS,28.58,0
1.295,0.566,0.671,4.712,0,0.244,ABS,74.27,1
1.088,1.813,0.323,2.839,1,0.517,Nylon,93.75,1
0.55,2.085,0.46,3.468,1,0.467,PC,97.47,1
6.0,0.369,0.601,5.323,0,0.876,TPU,27.36,0
3.077,1.6,0.337,4.975,1,0.597,PP,55.02,1
0.643,1.778,0.508,2.374,0,0.76,ABS,30.17,0
3.337,0.819,1.58,4.514,1,0.856,PP,62.02,1
2.971,1.199,0.599,4.732,0,0.372,PP,33.07,0
5.818,1.144,1.143,3.568,1,0.774,PP,71.2,1
3.294,1.551,0.391,8.66,1,0.276,PP,48.47,1
0.721,1.963,0.855,5.802,0,0.573,PP,54.9,1
0.995,0.781,0.782,3.341,0,0.549,PP,77.34,1
2.214,0.012,0.507,6.623,0,0.698,Nylon,24.46,0
3.377,0.015,0.243,7.733,0,0.687,TPU,51.41,1
2.703,0.538,0.706,4.781,1,0.74,PC,56.35,1
2.018,0.886,0.401,7.345,1,0.651,Nylon,53.98,1
3.585,0.009,0.67,7.917,1,0.396,Nylon,86.75,1
6.0,0.472,0.418,4.087,0,0.611,TPU,46.21,1
2.932,2.421,0.934,2.467,0,0.635,ABS,10.25,0
2.231,0.541,0.677,1.989,0,0.729,PC,19.35,0
0.948,2.003,1.875,2.04,1,0.932,PP,65.3,1
3.152,1.672,0.572,2.63,0,0.602,PP,12.12,0
0.927,0.717,0.721,3.096,0,0.746,TPU,44.91,0
2.239,2.462,0.994,6.877,0,0.559,ABS,9.32,0
2.341,0.0,1.06,2.429,1,0.565,Nylon,63.76,1
3.204,0.778,0.345,6.595,1,0.532,TPU,56.05,1
3.426,1.198,1.356,1.341,0,0.712,Nylon,1.97,0
2.083,1.763,0.8,4.804,0,0.682,PC,8.71,0
0.513,0.554,0.372,4.252,0,0.73,PC,80.21,1
0.87,1.423,0.877,1.666,1,0.8,PP,91.79,1
1.913,0.911,0.487,2.867,0,0.8,PC,45.98,1
0.986,0.015,0.478,3.576,0,0.455,ABS,72.93,1
3.953,1.484,0.568,5.125,0,0.681,ABS,8.43,0
1.317,2.191,1.231,1.836,1,0.86,PP,66.87,1
1.109,1.3,0.476,8.298,1,0.633,Nylon,97.02,1
1.953,0.925,0.468,5.441,0,0.428,Nylon,26.99,0
3.604,1.251,0.874,2.065,0,0.327,Nylon,30.8,0
4.957,2.021,0.597,4.585,0,0.515,PP,4.4,0
0.674,0.6,0.671,2.668,1,0.543,Nylon,81.16,1
3.052,1.166,0.949,7.945,0,0.851,PP,23.92,0
4.602,1.627,0.401,4.197,1,0.656,ABS,76.67,1
2.911,1.408,0.435,2.915,1,0.649,PP,82.83,1
1.234,1.049,0.685,2.736,0,0.739,Nylon,5.74,0
4.261,0.275,0.527,5.534,1,0.844,ABS,77.65,1
5.145,1.218,0.897,4.262,0,0.624,PP,59.88,1
1.972,0.191,1.079,3.789,0,0.754,Nylon,23.78,0
2.425,0.694,0.31,2.741,0,0.343,PC,50.2,1
0.772,0.936,0.703,4.314,0,0.877,PP,62.28,1
2.95,0.949,0.152,3.693,0,0.484,PP,46.36,1
1.578,1.005,1.487,5.901,0,0.966,ABS,1.77,0
1.36,1.754,1.265,9.573,0,0.814,PP,40.78,0
3.788,1.366,0.924,4.15,0,0.665,Nylon,30.46,0
0.593,1.899,1.109,7.003,0,0.569,PC,56.52,1
1.042,0.745,1.013,4.124,1,0.854,PP,92.97,1
3.819,1.351,0.486,2.248,1,0.879,PC,68.05,1
1.346,0.827,0.415,1.397,1,0.862,ABS,100.0,1
2.8,1.11,1.281,6.58,1,0.901,ABS,29.54,0
6.0,0.107,0.595,1.848,1,0.628,TPU,71.36,1
0.5,1.573,0.909,6.345,0,0.732,PC,37.38,0
2.248,2.021,1.017,1.898,0,0.758,PC,1.97,0
0.816,2.53,0.666,4.713,1,0.81,PP,71.5,1
2.893,0.475,0.906,5.756,1,0.651,Nylon,63.49,1
2.413,1.178,1.556,2.344,0,0.82,ABS,0.0,0
0.976,0.028,0.521,2.962,0,0.495,TPU,71.45,1
0.758,2.419,0.351,5.979,1,0.725,PP,86.32,1
1.231,2.057,1.186,6.426,0,0.493,PP,53.27,1
2.066,0.953,1.152,3.807,0,0.894,ABS,31.18,0
5.859,1.191,0.324,6.387,1,0.613,TPU,50.98,1
3.862,1.674,0.52,3.343,0,0.587,PC,28.18,0
2.786,1.88,1.241,12.681,1,0.652,PP,59.14,1
0.562,1.298,1.074,1.258,0,0.853,Nylon,38.87,0
4.369,2.401,0.715,2.16,1,0.449,ABS,60.62,1
0.851,0.004,0.934,8.303,1,0.399,Nylon,99.64,1
0.652,0.223,1.757,15.0,0,0.735,TPU,77.79,1
0.907,1.41,1.128,3.655,0,0.463,TPU,52.1,1
3.427,1.913,0.923,3.49,0,0.671,Nylon,11.49,0
2.408,1.302,0.908,2.59,1,0.531,ABS,47.5,1
0.939,1.566,1.241,15.0,0,0.83,ABS,64.92,1
2.859,2.442,0.931,3.502,0,0.72,PP,1.65,0
1.306,1.611,0.404,2.209,0,0.753,PP,49.23,1
2.019,0.274,0.521,7.777,1,0.492,PC,67.99,1
4.078,0.014,0.874,3.647,1,0.76,Nylon,79.11,1
2.897,1.285,0.674,6.889,1,0.586,PP,65.78,1
1.306,0.489,0.474,13.088,0,0.651,PC,69.42,1
2.684,1.803,0.781,11.952,0,0.804,ABS,31.62,0
3.67,0.78,1.096,2.213,1,0.968,ABS,48.96,1
1.191,0.025,1.129,2.686,0,0.502,Nylon,71.06,1
4.439,1.478,0.867,4.713,1,0.776,Nylon,52.75,1
3.404,1.272,0.277,1.541,1,0.668,TPU,46.23,1
5.489,2.414,0.882,4.592,1,0.86,PP,45.75,1
3.333,2.442,0.777,3.616,1,0.692,PP,36.2,0
2.822,2.417,0.807,8.976,1,0.269,PP,46.43,1
3.988,0.094,1.002,8.577,1,0.646,PC,87.35,1
3.881,0.682,1.34,7.023,1,0.763,ABS,52.66,1
1.504,1.759,0.227,5.285,0,0.783,PP,11.22,0
2.697,1.11,0.325,7.825,1,0.802,PP,68.22,1
5.994,0.088,1.63,6.756,1,0.626,TPU,67.14,1
1.702,2.289,0.343,7.036,1,0.633,PP,47.22,1
4.097,1.685,0.864,6.535,1,0.563,PC,56.46,1
0.78,0.67,0.911,4.924,0,0.581,Nylon,47.1,1
2.512,0.004,1.26,11.833,1,0.665,Nylon,85.55,1
1.147,2.186,0.904,1.566,1,0.365,PP,80.35,1
3.073,0.494,0.829,5.777,0,0.678,PP,36.89,0
1.175,1.195,1.544,1.629,0,0.513,Nylon,52.76,1
1.65,2.644,0.629,3.628,0,0.603,PP,11.4,0
0.864,0.435,1.357,1.645,1,0.49,ABS,100.0,1
2.078,0.78,0.914,7.097,0,0.48,ABS,31.42,0
0.789,0.003,0.479,3.559,0,0.538,Nylon,91.83,1
1.304,0.641,0.48,14.997,0,0.888,Nylon,31.91,0
5.746,2.408,0.828,3.788,0,0.447,PP,25.41,0
1.267,2.07,0.828,2.675,1,0.662,PP,80.68,1
4.128,1.189,1.061,1.968,1,0.452,ABS,61.61,1
2.811,0.53,1.103,5.863,1,0.836,ABS,55.19,1
1.002,0.879,1.016,1.67,0,0.741,PC,57.88,1
2.646,1.53,1.411,5.135,0,0.605,PP,23.19,0
1.655,0.25,0.7,2.301,0,0.863,Nylon,26.77,0
2.827,0.009,1.048,11.506,0,0.838,TPU,47.67,1
1.048,1.294,0.947,3.948,0,0.901,PP,68.97,1
1.675,0.362,0.718,7.396,0,0.685,Nylon,31.84,0
4.474,1.819,1.149,5.614,0,0.797,PC,17.59,0
5.08,1.877,0.584,2.716,0,0.851,ABS,19.66,0
5.666,1.653,1.127,3.028,1,0.427,PP,66.32,1
0.507,0.0,0.512,2.268,0,0.811,TPU,65.83,1
3.489,0.105,0.436,2.846,1,0.684,TPU,76.72,1
0.601,0.934,0.528,7.417,0,0.615,TPU,55.74,1
3.525,2.358,0.87,7.318,0,0.511,PP,8.43,0
4.302,0.004,0.821,5.848,1,0.649,Nylon,84.74,1
0.827,1.113,0.45,3.987,0,0.77,Nylon,52.23,1
2.81,2.389,0.533,3.484,0,0.676,PP,11.46,0
3.632,0.483,0.942,7.954,1,0.633,TPU,68.24,1
1.688,0.512,1.398,4.38,1,0.674,ABS,67.16,1
1.936,1.765,0.805,8.406,0,0.701,Nylon,4.46,0
1.089,1.556,0.394,6.721,0,0.688,PP,62.89,1
5.987,1.218,0.252,4.186,0,0.594,TPU,25.04,0
2.035,0.702,0.346,5.817,0,0.571,PC,45.73,1
2.951,2.234,0.74,3.576,0,0.583,PP,4.66,0
3.271,0.97,0.438,5.293,0,0.53,PP,49.85,1
5.988,0.0,0.755,10.231,1,0.422,TPU,82.52,1
3.869,1.53,0.974,15.0,0,0.661,PC,48.99,1
3.339,1.881,1.154,3.203,0,0.614,PC,3.44,0
0.926,0.653,1.334,8.871,0,0.728,ABS,64.91,1
3.895,0.0,0.81,5.184,0,0.629,Nylon,49.76,1
1.795,2.372,0.329,2.341,1,0.472,PC,50.11,1
2.793,1.759,1.678,2.012,1,0.512,PP,47.25,1
3.131,2.021,0.533,4.49,0,0.667,PP,5.68,0
0.631,0.196,0.612,5.341,0,0.933,Nylon,64.44,1
3.737,0.698,1.181,1.666,0,0.765,PC,50.18,1
1.655,2.477,0.323,4.991,1,0.739,PP,49.87,1
3.381,0.711,0.877,4.51,1,0.574,PC,57.04,1
1.251,0.392,0.68,3.707,1,0.674,Nylon,57.41,1
1.201,2.051,0.29,3.355,0,0.943,PP,65.32,1
1.085,0.529,1.236,2.814,1,0.59,PC,64.8,1
1.551,2.38,0.468,2.767,0,0.707,PP,10.79,0
3.437,1.067,0.667,5.296,0,0.742,PP,23.22,0
4.039,0.563,1.468,4.745,0,0.746,ABS,50.6,1
1.079,1.179,0.727,7.216,1,0.69,ABS,77.52,1
0.5,0.543,1.355,3.946,1,0.8,PC,89.3,1
1.469,1.611,0.798,7.03,0,0.929,PP,46.3,1
1.377,0.936,1.043,5.66,1,0.671,ABS,100.0,1
4.071,1.773,1.353,2.533,1,0.783,ABS,57.07,1
3.466,0.912,0.728,6.898,1,0.667,TPU,41.07,0
1.585,1.515,0.893,2.438,0,0.671,PP,12.16,0
2.072,1.553,0.9,15.0,0,0.508,ABS,28.52,0
0.616,1.706,0.594,4.759,0,0.614,ABS,53.03,1
6.0,0.966,0.361,7.906,0,0.363,TPU,22.0,0
2.075,0.723,0.589,5.842,0,0.471,PC,33.97,0
0.5,1.1,1.237,6.628,0,0.662,TPU,54.45,1
6.0,1.549,1.461,3.894,0,0.756,TPU,3.3,0
2.866,1.051,0.45,6.347,0,0.687,ABS,20.43,0
3.446,0.506,0.668,4.823,0,0.593,TPU,7.37,0
4.848,2.07,0.517,7.025,1,0.901,PP,30.59,0
2.923,0.676,1.102,5.52,1,0.61,ABS,58.37,1
3.365,0.794,0.986,2.111,0,0.429,PC,31.84,0
2.434,1.374,0.686,1.115,0,0.685,TPU,8.42,0
2.694,1.052,0.698,4.859,0,0.946,TPU,0.0,0
0.889,1.78,1.473,13.566,1,0.549,ABS,100.0,1
5.712,1.963,1.642,2.65,0,0.663,PP,23.87,0
2.798,2.277,0.681,12.531,0,0.888,ABS,16.77,0
3.067,2.467,0.469,3.784,1,0.687,PP,57.25,1
2.135,1.599,0.869,2.107,0,0.576,ABS,13.37,0
4.612,1.424,0.947,6.919,1,0.83,ABS,47.39,1
0.845,2.299,1.07,2.038,1,0.773,ABS,75.16,1
2.523,0.0,0.227,3.326,1,0.891,Nylon,69.88,1
2.938,0.361,1.466,5.412,0,0.824,TPU,21.77,0
5.764,2.069,0.63,4.634,1,0.449,PP,63.76,1
0.942,1.564,0.845,11.772,0,0.818,Nylon,60.3,1
0.844,0.662,1.062,3.204,1,0.645,Nylon,84.22,1
1.291,2.293,1.301,2.427,0,0.758,ABS,37.16,0
0.5,0.447,1.315,4.374,1,0.476,TPU,100.0,1
2.636,0.673,0.554,4.341,1,0.719,PC,58.35,1
3.285,0.0,1.47,7.554,1,0.858,TPU,56.34,1
1.414,1.082,1.021,4.013,0,0.711,PP,66.41,1
4.92,1.078,1.494,9.78,0,0.569,ABS,32.9,0
0.699,2.339,1.304,5.237,1,0.692,ABS,80.22,1
1.183,1.233,1.014,3.978,0,0.421,PC,12.54,0
0.903,1.728,0.65,1.224,1,0.617,TPU,84.43,1
1.176,1.171,1.601,1.898,0,0.513,Nylon,46.69,1
1.976,0.267,0.416,6.156,0,0.453,Nylon,50.53,1
1.689,0.486,1.871,2.259,1,0.718,ABS,54.58,1
3.498,0.854,1.719,3.063,1,0.46,PP,60.38,1
0.764,0.922,0.717,6.291,0,0.527,Nylon,47.33,1
2.862,2.096,0.915,4.927,1,0.936,PP,32.35,0
1.319,0.742,0.603,5.533,1,0.682,Nylon,38.7,0
0.711,1.174,1.197,6.782,0,0.398,Nylon,57.38,1
4.752,1.931,0.778,4.634,0,0.836,ABS,21.7,0
5.733,1.562,1.31,6.472,1,0.606,PP,62.09,1
2.881,1.388,1.137,4.252,1,0.692,PP,65.34,1
0.644,1.735,0.758,1.474,1,0.606,PC,78.36,1
0.925,1.808,1.428,2.521,0,0.529,PP,56.46,1
0.79,2.058,1.325,5.032,0,0.442,PP,52.88,1
3.424,1.751,0.438,10.977,0,0.595,TPU,46.83,1
3.012,0.327,1.602,11.59,0,0.729,TPU,48.95,1
0.95,1.648,0.915,5.119,1,0.475,PP,78.62,1
0.854,0.748,0.59,6.049,0,0.649,Nylon,50.03,1
2.073,1.598,1.059,11.982,0,0.409,ABS,29.25,0
3.114,1.429,0.893,7.96,0,0.248,TPU,13.66,0
0.5,1.792,1.483,7.854,1,0.897,Nylon,71.67,1
5.057,1.632,0.868,2.545,1,0.931,ABS,55.03,1
0.8,1.043,1.28,8.958,0,0.37,ABS,62.91,1
0.798,0.189,0.973,1.514,0,0.624,Nylon,77.46,1
5.658,0.816,1.727,2.665,0,0.503,PP,57.55,1
2.838,2.571,0.438,12.064,0,0.66,ABS,45.52,1
2.994,0.703,0.446,4.542,0,0.706,ABS,54.84,1
3.357,1.441,1.41,2.915,1,0.514,TPU,43.1,0
5.995,1.93,1.406,12.147,1,0.889,PP,66.57,1
1.138,1.484,0.916,6.795,0,0.471,PP,69.46,1
2.043,1.079,1.004,3.249,0,0.768,Nylon,0.0,0
2.486,0.799,1.137,3.174,0,0.666,PC,29.18,0
2.418,0.849,1.2,11.055,0,0.716,PC,51.37,1
0.833,1.343,0.414,8.732,0,0.629,PC,62.29,1
3.62,1.259,1.444,3.905,0,0.718,TPU,6.35,0
1.069,2.255,0.606,6.903,0,0.813,PP,37.82,0
1.338,1.124,0.834,8.713,0,0.769,PP,66.63,1
3.699,0.781,1.873,4.519,0,0.872,Nylon,25.3,0
0.997,0.266,1.293,3.257,0,0.986,PC,35.86,0
2.375,1.481,1.09,8.545,0,0.602,ABS,11.46,0
5.765,2.426,1.559,1.785,1,0.651,PP,62.58,1
0.5,0.999,1.072,6.509,0,0.78,PC,67.81,1
1.831,0.4,1.476,4.458,1,0.447,Nylon,73.82,1
5.211,2.371,0.574,2.329,1,0.231,PP,60.75,1
0.868,0.871,0.757,3.372,1,0.458,ABS,100.0,1
1.401,1.046,0.658,4.566,0,0.639,ABS,50.27,1
3.185,1.573,0.234,3.329,0,0.77,PP,16.61,0
4.473,1.699,1.562,6.482,1,0.785,ABS,47.12,1
2.057,1.539,0.499,10.283,1,0.57,Nylon,59.78,1
2.702,1.481,1.494,2.405,1,0.505,PP,61.6,1
0.807,0.909,1.102,3.29,0,0.947,Nylon,36.71,0
1.14,1.924,0.331,3.267,0,0.562,ABS,60.88,1
3.21,1.333,1.095,6.553,0,0.795,TPU,2.81,0
3.738,0.547,0.876,3.266,0,0.338,Nylon,27.98,0
1.999,0.432,1.645,4.815,1,0.729,PC,60.27,1
1.593,1.057,0.421,2.054,0,0.619,PP,49.39,1
3.128,2.49,1.191,1.643,0,0.785,PP,3.98,0
3.137,1.786,1.507,10.571,1,0.757,PP,49.44,1
0.992,1.603,1.339,4.665,1,0.491,PC,80.32,1
1.175,1.663,0.626,1.594,0,0.884,Nylon,33.96,0
3.283,0.481,0.887,5.754,1,0.427,TPU,57.66,1
4.415,1.874,0.723,2.123,1,0.868,ABS,49.87,1
0.643,0.008,1.041,5.356,0,0.643,Nylon,79.5,1
2.778,0.266,1.141,1.607,1,0.856,ABS,54.37,1
0.989,0.015,0.435,15.0,0,0.487,Nylon,100.0,1
3.29,1.238,0.924,6.327,1,0.494,TPU,35.32,0
2.245,2.551,0.276,6.085,1,0.626,PC,55.5,1
2.911,2.145,0.385,3.115,1,0.677,PP,55.33,1
1.609,0.029,1.132,5.131,1,0.845,Nylon,41.59,0
1.421,0.679,1.741,3.01,0,0.596,ABS,77.51,1
4.775,1.667,1.387,4.163,0,0.477,PP,8.05,0
3.862,2.081,0.464,1.365,0,0.624,PC,48.08,1
3.22,1.879,0.844,2.651,0,0.382,PP,14.77,0
4.079,2.204,0.426,7.438,1,0.883,ABS,60.75,1
0.812,0.002,0.264,1.8,1,0.801,TPU,100.0,1
3.48,1.392,0.435,5.063,0,0.611,PP,62.25,1
1.139,0.755,1.032,1.554,0,0.601,ABS,75.79,1
0.699,0.765,0.643,12.137,0,0.589,TPU,72.64,1
3.32,1.892,0.39,7.738,1,0.525,TPU,51.48,1
2.251,1.692,0.764,2.453,1,0.75,PC,31.06,0
5.78,1.252,1.086,8.051,0,0.86,PP,49.65,1
1.777,2.068,0.878,1.033,0,0.37,PP,11.34,0
1.047,1.2,0.79,2.998,1,0.792,TPU,36.06,0
1.51,2.2,1.286,3.913,0,0.576,PP,53.61,1
5.59,2.37,0.567,3.566,0,0.512,PP,30.38,0
0.899,1.681,0.838,3.201,0,0.669,PP,51.31,1
3.371,0.524,1.218,14.082,1,0.463,TPU,59.49,1
3.43,2.139,1.037,1.588,1,0.765,ABS,34.89,0
6.0,0.0,1.037,4.923,1,0.853,TPU,47.9,1
0.563,1.746,0.351,5.243,0,0.445,TPU,62.86,1
1.097,1.584,0.948,4.297,1,0.554,Nylon,80.97,1
2.678,0.876,1.103,7.017,1,0.786,ABS,54.31,1
2.603,0.707,1.692,3.229,0,0.743,ABS,30.28,0
3.915,0.999,0.745,12.558,1,0.729,PC,67.28,1
0.996,2.194,0.726,10.308,0,0.776,PC,28.13,0
2.597,1.64,0.839,14.173,0,0.845,ABS,18.02,0
0.853,1.492,0.65,7.694,0,0.614,PP,80.97,1
0.5,1.431,1.638,6.745,1,0.457,PC,85.69,1
3.718,0.42,0.825,8.604,0,0.618,Nylon,60.07,1
1.032,1.377,1.567,6.909,0,0.705,Nylon,52.95,1
4.756,2.001,1.726,6.687,1,0.507,ABS,56.19,1
0.507,1.185,0.981,5.733,0,0.451,PC,60.98,1
1.083,2.09,0.509,7.421,0,0.575,PP,49.59,1
1.478,1.61,1.034,2.109,0,0.559,PC,14.51,0
1.441,1.588,0.731,5.644,0,0.508,PP,48.44,1
0.651,0.283,1.283,7.098,0,0.783,TPU,67.19,1
1.163,1.533,0.708,7.438,1,0.781,PC,34.34,0
2.32,0.56,0.969,1.701,0,0.643,ABS,38.96,0
5.734,2.514,1.276,4.595,1,0.717,PP,48.16,1
1.086,2.232,0.566,6.982,0,0.694,PP,52.77,1
3.993,1.005,1.249,2.655,0,0.761,PC,49.28,1
2.212,0.435,1.62,4.659,0,0.67,Nylon,40.31,0
0.515,2.344,1.33,3.974,0,0.67,PC,48.89,1
3.254,1.671,0.642,3.373,1,0.853,PP,32.03,0
1.197,2.138,1.066,2.355,0,0.669,Nylon,48.12,1
6.0,0.027,1.461,4.574,0,0.432,TPU,37.33,0
1.563,0.536,1.145,8.102,0,0.601,ABS,36.41,0
1.052,0.927,1.089,6.68,0,0.835,ABS,71.01,1
0.921,2.235,0.583,3.985,1,0.651,PP,84.43,1
4.279,0.689,0.969,2.944,0,0.472,Nylon,28.33,0
5.926,1.767,0.63,1.97,0,0.708,PP,24.99,0
4.353,0.781,0.701,8.149,0,0.752,ABS,47.51,1
0.5,0.534,0.995,3.33,1,0.776,TPU,60.34,1
5.076,1.069,0.98,3.378,1,0.838,PP,77.16,1
2.301,2.134,0.933,1.675,0,0.775,PC,1.47,0
3.9,0.871,1.187,9.427,0,0.492,Nylon,35.54,0
1.322,0.083,0.63,5.685,1,0.886,Nylon,51.2,1
3.382,0.972,1.262,7.385,1,0.565,PC,66.4,1
3.357,1.005,0.584,2.147,0,0.694,Nylon,16.02,0
2.008,0.892,0.647,3.595,0,0.647,PC,33.21,0
4.64,1.478,1.155,2.969,0,0.697,PP,25.47,0
2.563,0.707,1.021,4.327,1,0.773,Nylon,32.54,0
4.475,2.122,0.791,4.144,1,0.785,ABS,49.8,1
4.455,0.394,0.799,4.75,0,0.85,Nylon,47.64,1
2.427,2.271,0.529,7.633,0,0.504,PP,4.13,0
1.714,1.251,0.769,1.398,0,0.832,PC,0.0,0
5.923,2.271,1.085,10.483,1,0.763,PP,66.94,1
1.267,2.086,1.08,12.269,1,0.566,ABS,98.24,1
2.104,1.075,0.776,4.153,1,0.718,PC,26.49,0
0.675,0.44,0.896,3.274,1,0.87,Nylon,94.88,1
2.892,1.212,0.789,4.676,0,0.4,PP,38.12,0
0.728,2.164,0.939,6.995,0,0.766,PC,43.17,0
0.652,0.694,0.341,2.831,1,0.584,Nylon,93.93,1
2.207,0.97,0.542,6.344,1,0.884,ABS,50.95,1
3.292,1.586,0.867,1.553,1,0.654,TPU,37.39,0
1.008,0.987,1.15,6.425,1,0.659,ABS,100.0,1
3.596,1.449,1.333,10.007,1,0.608,Nylon,61.46,1
1.533,2.897,1.644,6.084,0,0.76,PP,0.47,0
3.311,0.55,1.149,4.555,1,0.855,Nylon,22.05,0
4.245,0.892,0.963,15.0,0,0.701,ABS,71.79,1
2.93,2.053,0.234,8.733,0,0.662,ABS,23.22,0
1.401,1.068,1.914,3.473,0,0.59,PP,72.99,1
2.765,0.998,0.263,4.671,1,0.659,ABS,57.85,1
1.222,2.014,0.51,8.429,0,0.886,PC,2.9,0
3.967,1.182,1.047,4.677,1,0.643,ABS,38.4,0
